Date,Product,Region,Marketing_Spend,Discount,Holiday,Units_Sold,Doctor_Promotions,Online_Ads_Clicks,Competitor_Price,Shelf_Space,Temperature,Humidity
2021-04-16,LubricantX,East,1215,0.23652821251079700,0,217,47,531,9.47,1.882832115026300,15.551476786235400,41.016827407181
2021-04-17,AntiAllergyZ,East,1262,0.1764944404822960,1,249,24,904,10.97,1.0235022002689600,23.60463832328600,41.5763814116156
2021-04-18,RednessReliefQ,East,1744,0.10765916091085100,0,252,39,754,11.19,1.7484814739950400,16.30186480657740,63.50049917707120
2021-04-19,RednessReliefQ,East,878,0.17769101413042900,0,240,44,518,13.4,2.158770300284750,24.428326604834000,42.465675337472900
2021-04-20,RednessReliefQ,South,1745,0.10736314944140600,0,277,0,554,8.63,0.8806739501900950,29.940675716213700,78.34182427296350
2021-04-21,AntiAllergyZ,East,1781,0.10872647835197500,0,252,15,259,10.25,2.3344411836497300,14.401802624765900,45.677328430375900
2021-04-22,LubricantX,North,1212,0.1299197023241740,0,279,38,622,11.86,1.607117065324720,31.17104412310400,52.188912242119100
2021-04-23,AntiAllergyZ,North,1890,0.22048608351382400,0,229,4,749,10.25,1.0984640086021200,23.34888436671900,72.90071207993390
2021-04-24,LubricantX,South,1872,0.1500595748787980,0,229,21,689,12.58,1.3617165507645400,24.86417566436700,48.74961292416370
2021-04-25,LubricantX,North,724,0.1857801684460420,0,252,28,176,11.63,1.124383767572780,22.48790109930730,49.718738338182800
2021-04-26,AntiAllergyZ,South,1237,0.12839354805489300,0,236,2,608,10.85,1.9502223198666300,16.433815587256700,65.69235823164070
2021-04-27,LubricantX,South,735,0.1027210879613760,0,275,11,540,14.67,2.0926013268302600,21.0850541285188,51.04344353957050
2021-04-28,LubricantX,North,682,0.24092803214324600,0,248,25,353,12.61,2.165874784637320,35.48705034224740,48.69790536030800
2021-04-29,RednessReliefQ,East,1211,0.17071624942461300,0,220,15,869,9.34,2.4715364991714800,19.519772518732700,50.1671085722263
2021-04-30,LubricantX,North,943,0.23679026771654400,0,206,36,419,12.14,2.082568584993370,17.057288191372200,59.625899973629100
2021-05-01,AntiAllergyZ,North,1122,0.09068260043966300,0,239,21,902,13.57,1.7027681413771300,25.706455137035500,78.64399490925930
2021-05-02,AntiAllergyZ,South,1529,0.07937883278258660,0,238,28,362,13.11,1.1784405967835700,24.571117424138400,73.28951766244910
2021-05-03,LubricantX,North,1759,0.22116458142478100,1,246,13,696,9.62,1.5891908974215000,23.38335104602180,51.384410582407100
2021-05-04,RednessReliefQ,South,1650,0.18618344252345000,0,264,27,757,14.82,0.5821363455808110,25.07223971676130,54.53492833992390
2021-05-05,RednessReliefQ,East,1627,0.08731569985072830,0,261,4,934,11.42,1.9896501510598300,28.221013053480800,58.5804900201631
2021-05-06,LubricantX,East,1248,0.10387194013270800,0,227,46,653,9.53,1.3919110901842000,22.06418200107340,79.1571858806796
2021-05-07,LubricantX,East,654,0.21013278830506200,0,213,48,473,9.67,0.5400464594643750,25.972051041413100,46.89561873342860
2021-05-08,AntiAllergyZ,North,756,0.14077372399918700,1,214,29,736,9.14,0.6250138830208220,30.11937331065000,54.29932413967530
2021-05-09,LubricantX,South,734,0.18410810130121800,0,223,45,266,13.72,1.2749329276435100,20.023556666226000,69.1770437593086
2021-05-10,RednessReliefQ,East,999,0.11367040442720200,0,230,4,852,9.29,1.6668430380368700,13.389093280306900,78.55774937075770
2021-05-11,LubricantX,South,788,0.12624599055497500,0,244,11,558,9.31,1.4284078979042500,28.35404246047960,46.227008510569500
2021-05-12,AntiAllergyZ,South,1009,0.24814251172462100,0,221,15,379,14.03,1.7384086345843100,37.514812878014900,49.09519816777380
2021-05-13,AntiAllergyZ,East,1208,0.09952341743494370,0,242,25,799,10.74,1.4605885175827100,24.963226731755900,49.02778697561720
2021-05-14,AntiAllergyZ,East,1284,0.1512912754073030,0,244,25,401,8.7,1.8234076909626900,26.009661005329800,40.83728117968290
2021-05-15,AntiAllergyZ,South,1393,0.21888046863810600,0,239,47,630,8.84,0.9382521293416020,23.520957834530000,64.16462499923800
2021-05-16,AntiAllergyZ,East,1275,0.0978446427331716,0,213,20,679,9.42,0.7256863743672430,32.94030420755130,66.82812296583580
2021-05-17,LubricantX,South,797,0.13304275133686600,0,245,38,317,9.89,1.69286790925132,24.611215335275700,64.10103560501010
2021-05-18,LubricantX,South,636,0.17301825747399800,0,276,35,201,12.82,1.469379033872620,24.067179199925300,42.852919576512600
2021-05-19,LubricantX,East,875,0.14623763029502100,0,239,32,653,9.52,0.5537353080898710,29.554319071346000,42.769205029825300
2021-05-20,LubricantX,North,586,0.14190045331406300,0,175,29,387,9.27,1.2609637709860700,22.57863518901590,48.41546217976500
2021-05-21,AntiAllergyZ,East,1942,0.12250194626442500,0,258,36,266,13.47,0.712251170981991,18.576531494620700,51.611780627956600
2021-05-22,RednessReliefQ,North,1722,0.167329265554985,0,219,22,720,12.86,1.5627136635053900,29.41150189772850,71.4617462364019
2021-05-23,LubricantX,South,1986,0.17487453958472200,0,278,9,135,11.33,1.2915553593208600,22.04226396163930,46.375610629956800
2021-05-24,RednessReliefQ,South,936,0.18065790818027300,0,234,4,843,12.07,1.7263038222060400,20.122699861619900,41.763688655901300
2021-05-25,LubricantX,North,1833,0.06407362158120590,0,198,35,840,10.53,2.1112044375404800,35.50024079286590,55.759500308522200
2021-05-26,LubricantX,South,1804,0.1762068351424100,0,190,33,452,11.64,1.0993373676829800,24.10701598388640,56.65568680567680
2021-05-27,RednessReliefQ,North,1846,0.24064743575624700,0,261,30,775,11.79,2.424204208330060,27.471130411486700,58.03629352755820
2021-05-28,AntiAllergyZ,North,1263,0.15819724710561700,0,252,9,998,11.02,1.571269001175150,25.147641205038900,73.07614176107870
2021-05-29,LubricantX,South,1201,0.19305341650184900,0,274,18,172,14.39,1.736581597509580,20.568402548148400,43.92021659483770
2021-05-30,LubricantX,North,1441,0.16134646155184400,1,229,31,747,8.6,1.861344746451470,28.447168100109600,68.15768329687850
2021-05-31,LubricantX,East,651,0.22094812371839600,1,227,0,452,13.58,1.8334630597151800,26.57289491893360,53.51782284181160
2021-06-01,RednessReliefQ,East,1825,0.23591661891951400,0,220,4,990,9.31,1.5219414860901200,21.70310084180030,52.3992054574188
2021-06-02,AntiAllergyZ,South,1801,0.08684397985927190,0,214,44,169,13.68,1.357528582229370,27.16595168928170,77.3017250434392
2021-06-03,RednessReliefQ,South,1531,0.13737200731142500,0,219,3,524,12.5,0.6075639283547560,22.42844952935000,49.93874097666970
2021-06-04,RednessReliefQ,North,1306,0.12847642018654400,0,231,15,807,13.98,0.5441716906023600,19.47752319945740,65.70127341357470
2021-06-05,AntiAllergyZ,North,734,0.13104302465985600,0,209,23,880,9.13,1.2159223890655300,18.971663728239400,51.00511029504370
2021-06-06,RednessReliefQ,North,1174,0.07510483624557520,0,192,15,660,12.13,1.1673217812673900,26.350293104814900,60.2857553056154
2021-06-07,AntiAllergyZ,North,1060,0.21272314519614400,0,228,1,927,11.76,1.2753903096780100,23.086345350357800,71.45171570385110
2021-06-08,LubricantX,East,1825,0.05715324860298710,0,207,48,741,13.09,0.77673640177638,32.50852009521980,75.26890094065040
2021-06-09,AntiAllergyZ,East,537,0.15564532154543100,1,159,27,616,11.97,1.9763365410736900,24.785209433310200,73.54788961180200
2021-06-10,LubricantX,South,1659,0.18237567760893800,0,234,31,527,12.01,2.213928829552480,21.07398353273210,63.28722944578560
2021-06-11,RednessReliefQ,North,1321,0.09149388761177550,0,200,26,638,11.29,2.37742927074807,25.78908819321960,49.95265261352890
2021-06-12,RednessReliefQ,North,920,0.23117003841975900,0,235,19,259,10.51,1.4847246070392500,18.52866339212700,66.44933533047460
2021-06-13,LubricantX,South,1742,0.21770984140495900,0,234,23,248,11.63,1.9017313982508600,24.579343797376500,68.39620183118430
2021-06-14,RednessReliefQ,North,847,0.14421674589678500,0,226,11,875,9.27,2.2111022468717400,26.59583388239140,40.42767960454010
2021-06-15,AntiAllergyZ,North,1602,0.13222978646802800,1,270,49,329,14.75,1.3365822221869700,25.97836153817650,57.56842043727500
2021-06-16,LubricantX,North,1247,0.09731358504222000,0,216,34,811,13.14,1.1188255897408900,31.51399965259880,73.73048171287060
2021-06-17,RednessReliefQ,North,772,0.19599864492899300,0,213,32,661,14.69,2.3734491117069800,37.98758562922230,59.58350384972190
2021-06-18,LubricantX,North,1684,0.07634875992639280,0,232,32,166,9.97,1.5313531021541500,28.356986856706400,52.45501768653280
2021-06-19,AntiAllergyZ,South,807,0.18604755076875700,0,216,42,911,14.22,1.494507773181760,30.8939816389276,74.87191084098650
2021-06-20,AntiAllergyZ,North,1897,0.21849139722368300,0,240,36,480,13.76,0.8568321931269920,37.7173132982862,46.23522790119220
2021-06-21,RednessReliefQ,South,1475,0.09569431518340480,0,191,11,157,12.9,0.7163100291467140,19.96887076091760,48.25780929664800
2021-06-22,AntiAllergyZ,North,1232,0.22328548057975100,0,190,2,358,12.56,2.184213724967020,25.65313704387500,67.49489467744530
2021-06-23,LubricantX,East,1532,0.05666463988790170,0,230,0,441,10.56,1.7282663523750400,22.610017339566700,54.097437661063
2021-06-24,AntiAllergyZ,East,943,0.23255747707730500,0,191,32,937,13.81,1.1516491680389000,29.21328855130540,68.52067342935120
2021-06-25,LubricantX,East,1636,0.0736724455702596,0,226,39,229,11.76,0.883472434780533,26.358094597383100,46.308144850379700
2021-06-26,LubricantX,East,1728,0.17915183558760700,1,220,9,826,8.96,1.6109945603392600,20.90783840048030,50.09076358403380
2021-06-27,AntiAllergyZ,South,904,0.10001649378278800,0,198,42,271,10.53,1.6678385785222700,25.05473908173520,46.26589513454530
2021-06-28,RednessReliefQ,South,1352,0.21731047823392300,0,219,43,869,14.58,0.9139872024901160,30.234613698279400,78.11641254254040
2021-06-29,AntiAllergyZ,North,1720,0.15246007218309300,0,186,28,713,14.03,2.2028114957829500,18.481376844874700,56.21615843403700
2021-06-30,LubricantX,East,1277,0.07704823824930030,1,190,12,308,14.88,0.6685287323117020,21.013277221805100,53.48879639640900
2021-07-01,LubricantX,South,614,0.1641983142651960,0,205,11,902,12.58,1.2121861703328400,20.263624574791000,40.56808624683060
2021-07-02,AntiAllergyZ,North,1644,0.13157652203939700,0,210,30,453,10.11,1.8607688275250400,26.63198277743460,46.136703176435500
2021-07-03,RednessReliefQ,North,564,0.18228956332262000,0,202,45,570,9.56,1.0482407276384000,31.2025803980748,56.84543424970000
2021-07-04,RednessReliefQ,South,1799,0.22638065695269200,0,216,1,897,9.71,2.1553503895625400,14.951327673469900,42.740111702875800
2021-07-05,LubricantX,East,1324,0.1318778262366840,0,215,49,215,8.63,1.979735653200810,25.471992817392900,60.42957318024870
2021-07-06,LubricantX,North,738,0.10797613590677200,0,237,34,363,11.04,2.0780456890962700,20.378896413624100,58.200617538577900
2021-07-07,RednessReliefQ,East,801,0.052903018905521800,0,204,22,761,9.74,0.7382130717534330,30.027013874149900,70.68672561377410
2021-07-08,AntiAllergyZ,East,1915,0.164967807571975,0,229,16,911,11.18,0.7810942559910860,23.81515862214370,66.39210805601270
2021-07-09,LubricantX,East,1468,0.13045495348628700,1,223,25,541,14.58,1.0729474754891700,25.65336969538700,57.83789221282300
2021-07-10,LubricantX,North,868,0.12492984380296600,0,249,7,647,11.3,1.5361543303951200,24.993315023989700,48.98642800420290
2021-07-11,RednessReliefQ,East,732,0.08658706425684250,0,200,28,552,14.21,1.9960321533988000,30.621094015949200,69.07454264071230
2021-07-12,AntiAllergyZ,North,694,0.13601106903825500,0,194,25,944,12.44,2.173061781521810,35.243157653988900,68.31448413816820
2021-07-13,RednessReliefQ,East,1406,0.24688839071667400,0,227,9,576,10.11,1.908670631914360,19.326673350592800,46.131846420615500
2021-07-14,AntiAllergyZ,North,1535,0.10955083073444900,0,209,25,386,10.81,2.357193763061280,20.23721941002670,76.59007325701610
2021-07-15,AntiAllergyZ,East,1420,0.16994088268162000,0,226,33,402,9.05,1.9774870192318600,26.607489512773500,42.57620464060170
2021-07-16,AntiAllergyZ,South,1188,0.20529737626313300,0,214,40,410,10.67,1.1125357740092300,20.917988258490400,42.20150835570870
2021-07-17,LubricantX,East,676,0.19983156463530600,0,157,6,307,12.9,1.0301625686771500,29.66791885200140,47.49401670649710
2021-07-18,RednessReliefQ,East,716,0.11575485749851800,0,206,3,717,8.97,1.8923849006021800,30.470587295421700,76.37843192195090
2021-07-19,RednessReliefQ,North,1534,0.17217201670337000,0,204,49,545,9.84,0.8857411373792290,22.26711843876770,60.799924961476900
2021-07-20,AntiAllergyZ,North,1969,0.22425293705403100,0,200,44,769,10.98,0.6854296216205400,21.182313666792600,71.517636826916
2021-07-21,LubricantX,East,1129,0.05308948554661560,0,194,10,732,14.88,1.5644457497123900,23.626104891736400,49.11372752306000
2021-07-22,LubricantX,South,663,0.13714687136866200,0,164,28,154,13.6,2.1432831395579100,25.52009106981510,59.608878986149600
2021-07-23,RednessReliefQ,South,552,0.09485468364838110,0,213,35,111,13.27,0.7027596849397270,26.574185949476000,54.33157854495530
2021-07-24,LubricantX,North,717,0.1277264580797680,0,202,24,756,9.26,2.0837826475914600,13.735914704754200,73.11314428264770
2021-07-25,LubricantX,South,1498,0.13319792159504800,0,216,20,499,13.58,2.123144008703100,20.162722405749400,40.904177574369100
2021-07-26,AntiAllergyZ,East,1323,0.1993341929573270,0,163,35,747,13.6,1.464548000163090,22.97950325564710,49.753709198644200
2021-07-27,LubricantX,North,1883,0.06876437447908860,0,203,9,614,12.41,0.6146206200209740,21.015053341265600,46.10296897209520
2021-07-28,AntiAllergyZ,East,884,0.1525167806265020,1,188,36,755,14.94,0.8491797024943730,10.676450538235200,74.36756154886280
2021-07-29,RednessReliefQ,North,555,0.16283895835974900,0,195,8,641,10.61,1.9148525503238600,15.558137673226500,58.70175398775060
2021-07-30,LubricantX,North,617,0.14883152071036100,0,187,23,336,14.62,1.923555889981900,18.473207372078200,56.16880175572870
2021-07-31,RednessReliefQ,North,1399,0.19637465061254400,0,202,34,378,14.45,2.2967105503353300,24.423578995733900,57.9793104840432
2021-08-01,RednessReliefQ,North,1776,0.12675825118136900,0,187,48,447,8.57,1.6653722931091700,22.81898903259350,78.87698202809340
2021-08-02,LubricantX,South,1297,0.23899341272801500,0,169,34,726,11.43,0.7482147354275550,21.84215458735710,74.01069577343700
2021-08-03,LubricantX,East,1279,0.14636068850778800,0,191,47,203,14.85,0.7428298110099440,28.9825748039642,68.2547508740123
2021-08-04,RednessReliefQ,East,1515,0.16424278192296000,0,184,35,729,9.17,1.9422647147136500,28.980668324618800,51.61915836893020
2021-08-05,LubricantX,East,1302,0.2151061646693500,0,186,17,616,12.06,0.8675693302158020,25.74959326740940,46.60691998073790
2021-08-06,AntiAllergyZ,North,1344,0.1050472211862250,1,124,48,971,14.86,1.1567709992332100,25.600601413593300,76.85734516097810
2021-08-07,AntiAllergyZ,South,1703,0.0650404057525605,0,201,38,347,12.11,1.4744240138438300,20.71669724533290,56.92302091185930
2021-08-08,LubricantX,East,1938,0.1915567956724970,0,180,31,463,9.73,0.5495297551523020,21.31503834671740,51.15023197874520
2021-08-09,RednessReliefQ,South,1758,0.14660237110967600,0,159,23,420,12.28,0.9976380540398640,16.46175308437390,58.836833056705400
2021-08-10,LubricantX,North,1354,0.22930085019179900,1,204,22,732,9.83,1.3157792170145600,23.746242841108300,76.71389691281410
2021-08-11,LubricantX,East,1207,0.2465360097444870,0,198,31,385,11.88,1.0592726369864100,28.928706448556000,55.48269253565170
2021-08-12,RednessReliefQ,South,1603,0.12982187011494600,0,178,36,248,8.98,0.7727406549351320,31.7716494838728,62.50563988992400
2021-08-13,RednessReliefQ,North,521,0.13308780325193200,0,161,11,183,12.44,1.9560245155923900,23.776100710472700,72.11865204434270
2021-08-14,AntiAllergyZ,South,1342,0.13159252044114500,0,187,48,505,11.86,2.12629531033597,27.458344160048500,57.08530124193570
2021-08-15,RednessReliefQ,East,1963,0.11491082194618500,0,186,12,555,13.31,1.0149579522874500,10.720053785694000,49.34167207705470
2021-08-16,AntiAllergyZ,East,1616,0.2063374195532800,0,201,22,842,12.6,2.048838989212610,22.83535839800790,79.78102993532130
2021-08-17,RednessReliefQ,North,691,0.20179915249814600,0,174,24,899,12.07,1.2711071288026300,22.71818809933370,78.26283429808640
2021-08-18,LubricantX,North,1518,0.145728974110105,1,206,34,260,12.98,1.5133715817080100,32.45584157112690,73.73916676502060
2021-08-19,AntiAllergyZ,North,1626,0.058932243275779800,0,171,40,883,9.44,2.2120021497863100,26.96466730460710,67.5349551754369
2021-08-20,AntiAllergyZ,South,895,0.11191186030261500,1,154,29,559,12.37,1.9999073636048200,27.471277114403000,51.79462512278790
2021-08-21,AntiAllergyZ,South,1530,0.10846060931096800,1,158,16,649,9.62,2.1102337026323600,27.211641554995000,76.53651752656130
2021-08-22,LubricantX,South,1139,0.2122174492400520,0,179,48,599,14.52,0.7736903331727140,25.227213661661100,51.02226680484920
2021-08-23,LubricantX,North,1518,0.06751511468323500,0,179,19,837,8.94,0.639438851667459,32.66182665424570,72.0323797870733
2021-08-24,LubricantX,East,1066,0.21113507580854100,0,187,47,608,11.3,2.2868094581759700,13.473602260174600,76.73032671765230
2021-08-25,LubricantX,East,730,0.18383673043982900,0,178,24,753,13.02,1.2756685391421900,25.73105204357710,64.12015361719650
2021-08-26,LubricantX,South,1373,0.19648829182609000,0,199,21,903,11.48,1.0757593561393600,30.649014258197800,72.12224871564720
2021-08-27,AntiAllergyZ,South,1073,0.1364426375170050,0,174,12,580,9.1,1.949392508523650,15.543032734036800,71.66780396806990
2021-08-28,LubricantX,East,739,0.18594515920035200,0,139,18,762,12.1,2.1728311931597100,29.18958926886150,47.726310044839200
2021-08-29,AntiAllergyZ,East,589,0.17180578894138300,0,176,48,213,12.67,2.224979243796600,21.194183793673400,66.71697894384340
2021-08-30,LubricantX,South,731,0.2037960390457260,0,138,35,848,13.07,1.1319942822504500,25.549079644210200,43.73871747617770
2021-08-31,RednessReliefQ,South,956,0.13935396689365000,1,183,11,677,10.93,2.204424782403350,21.098203095272900,60.31400572549930
2021-09-01,AntiAllergyZ,East,732,0.1445651249792610,0,199,40,460,12.16,0.5818678887486910,29.795758382745100,46.4894219256231
2021-09-02,RednessReliefQ,North,853,0.17871524454796400,1,158,18,440,11.43,0.5993229829194380,23.55819059388220,56.653979951857300
2021-09-03,AntiAllergyZ,South,1504,0.07161549873327770,0,206,11,869,12.87,1.7470383903483100,29.228984281786100,73.3192829879375
2021-09-04,RednessReliefQ,East,1856,0.13724888967286300,0,194,8,860,12.29,0.6262127382310930,27.176649181321700,79.48671358520820
2021-09-05,LubricantX,East,938,0.24439016905196100,0,201,6,548,11.92,1.149218337020320,21.031037579705800,52.71839326638470
2021-09-06,LubricantX,East,1898,0.05751046401200910,0,181,27,942,10.12,1.845511972493850,27.509295951977600,61.27822795132710
2021-09-07,LubricantX,East,1815,0.11320094457327900,0,157,13,934,8.51,1.1745337921084500,21.682154709936300,60.451920974819500
2021-09-08,AntiAllergyZ,North,844,0.11282196381787400,0,192,30,279,9.63,0.8591995628801920,25.32064046919990,78.17606039324260
2021-09-09,RednessReliefQ,East,1163,0.1766928238471550,0,164,18,801,9.26,1.0627012437076800,23.467028192551000,59.14334929731090
2021-09-10,LubricantX,South,1951,0.07116007188482800,0,179,46,506,11.42,1.4151506645008600,29.499559331943900,67.96424821598790
2021-09-11,RednessReliefQ,North,1156,0.17570880617577200,0,173,15,765,12.48,1.4507717107109600,27.70161135368710,76.87156932434100
2021-09-12,RednessReliefQ,East,629,0.06900804813032390,0,199,4,295,9.89,2.066000462694400,24.846392256976300,54.935142381473600
2021-09-13,LubricantX,North,640,0.0689907294836662,0,191,34,565,14.6,2.000306458863030,21.571441114221700,76.08488952981550
2021-09-14,LubricantX,South,914,0.19563667143769600,0,174,11,410,8.54,1.4136356091122700,18.65504255084640,76.69824887564050
2021-09-15,RednessReliefQ,East,1616,0.11482703476655900,1,137,24,361,13.52,2.191334698197540,25.67828209645350,77.22650015868520
2021-09-16,LubricantX,South,1125,0.2454845895427500,0,163,20,518,12.56,0.7284742771827920,21.838545534241200,50.817847418857100
2021-09-17,LubricantX,East,783,0.05747058728711100,1,190,35,505,10.93,1.010706700457800,15.610019212130900,56.01422377079830
2021-09-18,LubricantX,East,722,0.13902133274359900,0,182,22,242,8.83,2.155952927004500,18.349857295018700,74.81583632902810
2021-09-19,AntiAllergyZ,East,1243,0.07262718753480470,0,146,15,441,12.58,1.2559880772523100,33.12937652770860,54.36647297121680
2021-09-20,RednessReliefQ,East,962,0.12027579335162200,0,140,38,415,11.01,2.4623631175876800,21.700118075052800,64.01012131734020
2021-09-21,RednessReliefQ,East,1799,0.24964449012181000,0,180,44,200,14.59,1.4325065630556700,30.410813887552000,44.72218029040210
2021-09-22,AntiAllergyZ,North,1663,0.22776850234770600,0,155,41,343,12.02,2.0838712459275300,23.216751364008600,42.25099952444960
2021-09-23,RednessReliefQ,East,856,0.059664881771079400,0,157,38,589,14.61,1.3046140827647400,31.197888175804100,56.4797595796869
2021-09-24,LubricantX,East,1546,0.1626511687651370,0,190,13,111,9.93,1.3499070381248600,30.83582008737190,63.1566613037087
2021-09-25,RednessReliefQ,North,1793,0.17956446096488700,0,200,30,338,13.22,1.265766294568370,20.871522865496700,55.70796453435770
2021-09-26,LubricantX,North,1358,0.09190692479002510,0,162,4,660,12.51,1.9381512410216200,15.060121665962000,63.10943080643370
2021-09-27,AntiAllergyZ,North,1164,0.07902111467929010,0,176,34,141,13.31,1.595035768119990,15.483397614848400,60.603375046871400
2021-09-28,LubricantX,North,1856,0.23087622693310500,0,175,22,777,9.9,2.3875562227367400,20.956692480221500,67.42828917144300
2021-09-29,RednessReliefQ,North,1514,0.24376328829667500,0,174,28,693,12.82,1.0017806330682100,34.44817212778770,65.9812972426156
2021-09-30,RednessReliefQ,North,584,0.2483785714639280,0,178,42,528,11.74,0.7011254641668890,22.947189625387300,56.9698281282632
2021-10-01,RednessReliefQ,East,1120,0.20795235474692700,1,192,10,902,13.33,1.2865229701984300,25.72621975036730,56.99980961679450
2021-10-02,AntiAllergyZ,East,1554,0.18270041388105100,0,164,17,257,10.63,1.733425415293550,31.51668433101700,45.63113360048930
2021-10-03,AntiAllergyZ,South,739,0.11914605043860000,0,147,46,315,14.29,2.22159787383099,25.55160681555840,60.52954288385840
2021-10-04,RednessReliefQ,East,862,0.0842796624649505,1,212,11,769,9.05,1.1923937733606600,25.379455192603900,63.487165125427900
2021-10-05,LubricantX,East,1321,0.06579611987324640,0,200,8,561,13.75,1.8075735022489200,28.113315969725700,59.05957589415310
2021-10-06,AntiAllergyZ,North,1912,0.1886594937102980,0,156,9,233,14.1,1.200397362046440,26.444848777549900,53.028293403480000
2021-10-07,RednessReliefQ,North,1167,0.20694468303587200,0,182,43,166,13.81,1.7344391659889200,24.502664474982600,68.86594177006940
2021-10-08,RednessReliefQ,East,1822,0.215290730490996,0,199,16,947,11.83,2.269615894061300,21.392753284012800,42.98646578580900
2021-10-09,AntiAllergyZ,South,1894,0.2327530006607600,0,194,37,106,11.35,0.962715284518818,25.392444454327300,76.57761479016190
2021-10-10,AntiAllergyZ,North,598,0.2259859127276750,0,189,6,625,14.98,1.3084832842140800,30.471998985415700,40.82573758183170
2021-10-11,AntiAllergyZ,East,546,0.24994825445161900,0,177,45,172,9.99,2.486530392859490,33.910022934993600,78.49400533753110
2021-10-12,LubricantX,East,1338,0.09881280219345030,0,215,12,498,12.05,2.2371140564989200,26.461383207844600,58.4942240373865
2021-10-13,LubricantX,South,921,0.20266152304244200,1,185,39,504,12.86,1.629279715792400,28.775805675479900,56.50679776014170
2021-10-14,RednessReliefQ,South,561,0.16729190247496000,0,171,41,774,13.06,1.5332551837085500,26.34865353581410,50.25776069852750
2021-10-15,AntiAllergyZ,North,1632,0.10224902649071600,0,199,8,677,9.83,1.069200764609360,24.563353177982000,40.40284539329130
2021-10-16,LubricantX,South,1642,0.24638106445738900,0,184,49,958,12.75,1.5344188553870600,27.571285393063400,50.99161057687200
2021-10-17,AntiAllergyZ,East,1509,0.22957962095485000,0,190,26,229,13.82,2.1963629965598900,30.94666417156240,44.37599701841340
2021-10-18,RednessReliefQ,East,1097,0.0757031336888233,0,187,1,565,8.83,1.8703490265555600,20.568190819904300,66.39283370773580
2021-10-19,LubricantX,South,1905,0.05523166846468400,0,193,4,305,14.42,1.0800880563559700,17.743016488435500,52.762998892829000
2021-10-20,LubricantX,South,891,0.1876661524665350,0,164,28,887,8.69,0.9029278421070660,22.33495875181770,70.68717313614650
2021-10-21,LubricantX,South,1476,0.170826125771307,0,155,36,867,10.81,1.0304170739936600,26.058309716498500,48.27664749384470
2021-10-22,RednessReliefQ,South,1575,0.23716312482222900,0,214,37,365,8.6,0.839518402785653,29.349358088106200,76.00939429728440
2021-10-23,AntiAllergyZ,North,1102,0.09680105743207400,0,190,18,636,9.0,0.6912813920474320,20.05246087572260,60.9192606042333
2021-10-24,LubricantX,South,1812,0.06687758957899740,0,201,7,892,14.42,1.33827234888411,12.557117386875900,44.58024785875930
2021-10-25,RednessReliefQ,North,836,0.1018430667543970,0,151,47,352,10.81,0.7265992087965350,22.45275671664490,56.03380942613920
2021-10-26,AntiAllergyZ,East,1309,0.053785528102292700,1,208,44,921,11.26,0.8438251154542090,24.03042887170880,48.27042096279050
2021-10-27,RednessReliefQ,South,1727,0.05717855023778650,0,177,0,388,9.9,1.5946493686789700,19.18863258294280,47.98741704672720
2021-10-28,AntiAllergyZ,North,1761,0.2329715611841520,0,172,21,263,12.38,0.8291985473991490,21.21954535591340,60.25478950608840
2021-10-29,RednessReliefQ,South,1905,0.12040331650037600,0,187,16,194,12.37,0.6277595348618060,29.33641705043500,66.8756806254549
2021-10-30,AntiAllergyZ,East,1251,0.13216180020193600,0,170,6,881,10.92,1.1347777000557700,25.390600347980500,76.46472822013710
2021-10-31,LubricantX,East,1659,0.05367433090762090,0,190,24,932,10.66,0.940638197243935,26.728110593046600,60.08648043054610
2021-11-01,AntiAllergyZ,East,1930,0.10410435603436900,0,188,44,209,14.25,1.5306103759887500,23.221588841947300,78.6335510023332
2021-11-02,RednessReliefQ,South,1885,0.2109451967482860,0,212,3,435,10.99,0.7047341691664190,21.22944794520840,77.66539408293470
2021-11-03,RednessReliefQ,South,1904,0.17309819193334400,0,222,35,921,11.71,2.003541575365960,23.18550885287930,74.60250119937440
2021-11-04,AntiAllergyZ,North,1380,0.20075612021728300,0,222,5,337,10.34,2.3124670388702800,27.49440097089850,59.99909059849670
2021-11-05,LubricantX,East,1134,0.139442748158757,0,148,30,480,13.61,1.9868703479123900,17.543398943293900,45.63615774751930
2021-11-06,LubricantX,South,753,0.111945844350266,1,175,18,535,11.08,1.5656540748027900,33.250851299160100,48.716178792615400
2021-11-07,AntiAllergyZ,East,1637,0.1465620186656740,0,149,43,998,11.84,2.2213356435777700,27.874292478412000,65.90680010847900
2021-11-08,AntiAllergyZ,East,519,0.11461421368115000,0,172,38,582,10.15,1.889836759563020,22.320599478546400,56.87019921136790
2021-11-09,RednessReliefQ,North,1027,0.21779421933481400,0,183,26,124,14.92,0.5211022449003800,29.067035589432500,45.87206527015990
2021-11-10,LubricantX,North,1668,0.10953474311856900,0,205,9,752,10.39,1.2881803055490100,31.11174533536550,59.159757345572400
2021-11-11,AntiAllergyZ,North,1731,0.18195272809061700,0,187,25,216,13.51,2.2019037988136,23.34830975198780,40.697221820081800
2021-11-12,LubricantX,North,875,0.07739644446190560,0,189,18,581,11.28,1.1917177159505400,23.917076051174700,69.35581483598370
2021-11-13,AntiAllergyZ,East,665,0.187373298746982,0,203,38,491,9.84,0.570430347051047,32.46737106736500,42.943251779587600
